description,categorie,priorite,sentiment,reponse_template
Carte Premier débitée sans mon autorisation,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de retrait journalier trop bas,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Code PIN ERR-896 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Business perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 3157.59€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Premier non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum non reçue après 7 jours,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Classic expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de retrait journalier trop bas,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business à remplacer d'urgence,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold non reçue après 17 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 2300.72€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de retrait journalier trop bas,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Code PIN ERR-600 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Business non reconnue au distributeur,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Gold non reçue après 18 jours,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Gold non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Classic expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, en attente de renouvellement",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Platinum débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Business a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Premier a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Platinum expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold débitée sans mon autorisation,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de retrait journalier trop bas,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Ma carte Platinum a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum expirée, en attente de renouvellement",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Premier volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier perdue, comment faire opposition ?",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Classic à remplacer d'urgence,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Retrait impossible à l'étranger,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum perdue, comment faire opposition ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Classic expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 1988.40€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
